	120.000000	121.212000	-36.000000
	120.020000	119.076000	-71.400000
	120.040000	116.244000	-106.800000
	120.060000	112.860000	-139.200000
	120.080000	108.852000	-170.400000
	120.100000	104.232000	-200.200000
	120.120000	99.012000	-230.800000
	120.140000	93.252000	-260.000000
	120.160000	86.988000	-287.400000
	120.180000	80.268000	-312.400000
	120.200000	72.996000	-337.600000
	120.220000	65.436000	-359.200000
	120.240000	57.540000	-378.800000
	120.260000	49.428000	-392.800000
	120.280000	41.088000	-405.800000
	120.300000	32.436000	-418.400000
	120.320000	23.772000	-427.600000
	120.340000	14.856000	-437.200000
	120.360000	6.000000	-440.600000
	120.380000	-3.180000	-449.200000
	120.400000	-12.264000	-452.000000
	120.420000	-21.312000	-455.200000
	120.440000	-30.180000	-450.000000
	120.460000	-38.940000	-444.600000
	120.480000	-47.460000	-435.800000
	120.500000	-55.680000	-425.000000
	120.520000	-63.516000	-409.600000
	120.540000	-70.944000	-391.400000
	120.560000	-77.700000	-367.000000
	120.580000	-83.964000	-340.800000
	120.600000	-89.700000	-312.600000
	120.620000	-94.944000	-287.400000
	120.640000	-99.528000	-259.400000
	120.660000	-103.548000	-230.800000
	120.680000	-106.908000	-199.400000
	120.700000	-109.608000	-168.000000
	120.720000	-111.636000	-134.800000
	120.740000	-112.944000	-100.600000
	120.760000	-113.580000	-66.200000
	120.780000	-113.484000	-30.800000
	120.800000	-112.716000	3.800000
	120.820000	-111.216000	39.400000
	120.840000	-109.068000	73.600000
	120.860000	-106.224000	108.200000
	120.880000	-102.816000	140.000000
	120.900000	-98.736000	172.200000
	120.920000	-94.140000	201.400000
	120.940000	-89.004000	230.200000
	120.960000	-83.316000	257.000000
	120.980000	-77.052000	284.800000
	121.000000	-70.224000	313.000000
	121.020000	-63.012000	338.400000
	121.040000	-55.668000	356.400000
	121.060000	-47.784000	374.000000
	121.080000	-39.588000	390.400000
	121.100000	-30.936000	412.200000
	121.120000	-22.584000	420.000000
	121.140000	-14.160000	423.800000
	121.160000	-5.652000	421.400000
	121.180000	3.048000	427.200000
	121.200000	11.556000	428.600000
	121.220000	19.908000	426.000000
	121.240000	28.008000	416.000000
	121.260000	35.928000	406.200000
	121.280000	43.728000	397.000000
	121.300000	51.360000	389.200000
	121.320000	58.692000	379.400000
	121.340000	65.472000	362.400000
	121.360000	71.880000	342.000000
	121.380000	77.964000	321.200000
	121.400000	83.676000	303.400000
	121.420000	88.812000	282.200000
	121.440000	93.420000	257.600000
	121.460000	97.416000	229.000000
	121.480000	100.908000	201.600000
	121.500000	103.776000	172.600000
	121.520000	106.080000	144.400000
	121.540000	107.748000	114.000000
	121.560000	108.816000	84.000000
	121.580000	109.248000	52.800000
	121.600000	109.068000	22.000000
	121.620000	108.216000	-10.000000
	121.640000	106.812000	-40.600000
	121.660000	104.784000	-71.400000
	121.680000	102.192000	-100.400000
	121.700000	99.024000	-129.800000
	121.720000	95.316000	-157.800000
	121.740000	91.080000	-185.200000
	121.760000	86.352000	-211.200000
	121.780000	81.144000	-236.200000
	121.800000	75.588000	-258.200000
	121.820000	69.540000	-280.200000
	121.840000	63.216000	-298.800000
	121.860000	56.352000	-320.600000
	121.880000	49.200000	-339.000000
	121.900000	41.904000	-355.200000
	121.920000	34.392000	-366.000000
	121.940000	26.928000	-371.200000
	121.960000	19.008000	-381.600000
	121.980000	11.220000	-386.200000
	122.000000	3.168000	-396.000000
	122.020000	-4.716000	-395.400000
	122.040000	-12.744000	-399.400000
	122.060000	-20.712000	-398.000000
	122.080000	-28.548000	-397.200000
	122.100000	-36.168000	-390.400000
	122.120000	-43.572000	-381.000000
	122.140000	-50.760000	-370.200000
	122.160000	-57.528000	-356.000000
	122.180000	-63.984000	-340.200000
	122.200000	-69.972000	-320.200000
	122.220000	-75.588000	-301.000000
	122.240000	-80.568000	-276.400000
	122.260000	-85.092000	-252.000000
	122.280000	-89.016000	-223.800000
	122.300000	-92.472000	-198.400000
	122.320000	-95.304000	-170.200000
	122.340000	-97.548000	-142.200000
	122.360000	-99.132000	-111.000000
	122.380000	-100.128000	-80.400000
	122.400000	-100.524000	-49.600000
	122.420000	-100.296000	-19.400000
	122.440000	-99.456000	11.200000
	122.460000	-98.028000	41.600000
	122.480000	-95.964000	72.200000
	122.500000	-93.288000	102.800000
	122.520000	-90.060000	132.800000
	122.540000	-86.376000	159.800000
	122.560000	-82.164000	185.400000
	122.580000	-77.472000	209.800000
	122.600000	-72.264000	235.200000
	122.620000	-66.720000	257.400000
	122.640000	-60.648000	280.400000
	122.660000	-54.420000	297.400000
	122.680000	-47.580000	319.000000
	122.700000	-40.632000	333.600000
	122.720000	-33.240000	353.000000
	122.740000	-25.908000	361.200000
	122.760000	-18.444000	369.800000
	122.780000	-10.908000	372.200000
	122.800000	-3.420000	374.800000
	122.820000	4.212000	377.600000
	122.840000	11.652000	376.000000
	122.860000	18.960000	373.000000
	122.880000	26.040000	363.800000
	122.900000	33.036000	356.400000
	122.920000	39.828000	347.800000
	122.940000	46.356000	338.600000
	122.960000	52.524000	324.800000
	122.980000	58.464000	310.600000
	123.000000	64.056000	295.000000
	123.020000	69.348000	280.400000
	123.040000	74.160000	261.600000
	123.060000	78.480000	240.400000
	123.080000	82.332000	216.400000
	123.100000	85.764000	193.400000
	123.120000	88.728000	170.800000
	123.140000	91.116000	146.400000
	123.160000	93.000000	120.600000
	123.180000	94.320000	93.200000
	123.200000	95.124000	66.800000
	123.220000	95.340000	39.000000
	123.240000	95.016000	11.600000
	123.260000	94.176000	-15.800000
	123.280000	92.844000	-41.600000
	123.300000	90.948000	-67.800000
	123.320000	88.512000	-94.400000
	123.340000	85.620000	-120.400000
	123.360000	82.308000	-144.000000
	123.380000	78.612000	-165.000000
	123.400000	74.472000	-185.800000
	123.420000	69.924000	-206.400000
	123.440000	64.932000	-228.000000
	123.460000	59.508000	-249.400000
	123.480000	53.844000	-268.000000
	123.500000	47.904000	-283.800000
	123.520000	41.712000	-296.600000
	123.540000	35.328000	-308.600000
	123.560000	28.752000	-319.200000
	123.580000	22.044000	-327.800000
	123.600000	15.120000	-336.800000
	123.620000	8.232000	-342.000000
	123.640000	1.392000	-344.200000
	123.660000	-5.376000	-341.600000
	123.680000	-12.288000	-342.000000
	123.700000	-19.212000	-343.400000
	123.720000	-26.136000	-346.000000
	123.740000	-32.796000	-341.800000
	123.760000	-39.324000	-335.200000
	123.780000	-45.540000	-323.400000
	123.800000	-51.480000	-311.400000
	123.820000	-56.964000	-294.000000
	123.840000	-62.028000	-274.800000
	123.860000	-66.708000	-253.800000
	123.880000	-70.968000	-233.400000
	123.900000	-74.892000	-214.400000
	123.920000	-78.300000	-193.200000
	123.940000	-81.252000	-171.400000
	123.960000	-83.604000	-145.200000
	123.980000	-85.464000	-119.400000
	124.000000	-86.784000	-92.200000
	124.020000	-87.576000	-66.200000
	124.040000	-87.804000	-39.000000
	124.060000	-87.504000	-12.000000
	124.080000	-86.676000	15.000000
	124.100000	-85.320000	41.400000
	124.120000	-83.448000	67.600000
	124.140000	-81.108000	92.800000
	124.160000	-78.264000	117.600000
	124.180000	-74.988000	141.000000
	124.200000	-71.232000	164.600000
	124.220000	-67.068000	186.600000
	124.240000	-62.520000	207.800000
	124.260000	-57.624000	226.800000
	124.280000	-52.392000	244.600000
	124.300000	-46.680000	264.000000
	124.320000	-40.776000	280.800000
	124.340000	-34.620000	296.200000
	124.360000	-28.392000	304.800000
	124.380000	-22.092000	311.400000
	124.400000	-15.720000	315.000000
	124.420000	-9.168000	320.400000
	124.440000	-2.520000	326.200000
	124.460000	3.996000	328.600000
	124.480000	10.320000	324.800000
	124.500000	16.632000	319.200000
	124.520000	22.908000	315.200000
	124.540000	28.944000	310.400000
	124.560000	34.704000	301.200000
	124.580000	40.308000	290.000000
	124.600000	45.672000	278.800000
	124.620000	50.760000	267.600000
	124.640000	55.476000	252.800000
	124.660000	59.916000	237.400000
	124.680000	64.008000	220.800000
	124.700000	67.668000	203.200000
	124.720000	70.932000	183.600000
	124.740000	73.860000	164.200000
	124.760000	76.332000	144.400000
	124.780000	78.348000	123.600000
	124.800000	79.872000	100.200000
	124.820000	80.964000	77.200000
	124.840000	81.576000	53.800000
	124.860000	81.720000	30.800000
	124.880000	81.384000	7.000000
	124.900000	80.604000	-16.200000
	124.920000	79.344000	-39.600000
	124.940000	77.664000	-62.000000
	124.960000	75.588000	-83.600000
	124.980000	73.104000	-104.000000
	125.000000	70.164000	-125.000000
	125.020000	66.816000	-146.200000
	125.040000	63.096000	-166.800000
	125.060000	59.196000	-182.800000
	125.080000	54.936000	-198.000000
	125.100000	50.376000	-212.000000
	125.120000	45.432000	-229.400000
	125.140000	40.332000	-243.400000
	125.160000	35.028000	-255.800000
	125.180000	29.532000	-265.000000
